d_loss,epoch,g_loss,step
0.44563284516334534,0,0.9851560592651367,49
0.27577510476112366,0,0.9899431467056274,99
0.24554261565208435,0,0.9830285906791687,149
0.16063177585601807,0,1.4119412899017334,199
0.08391046524047852,0,2.220600128173828,249
0.08809386193752289,0,3.006481170654297,299
0.021598827093839645,0,4.416659355163574,349
0.023125911131501198,0,5.773290634155273,399
0.03024720400571823,1,4.759066581726074,449
0.02838573232293129,1,5.279350280761719,499
0.008243841119110584,1,6.627508640289307,549
0.012679512612521648,1,7.351287841796875,599
0.009833826683461666,1,7.9440412521362305,649
0.0061981878243386745,1,8.951552391052246,699
0.0030307720880955458,1,9.28685188293457,749
0.006256079766899347,1,9.433977127075195,799
0.01175855752080679,1,9.998289108276367,849
0.27261632680892944,2,7.962817192077637,899
0.14173957705497742,2,3.2066400051116943,949
0.04866931214928627,2,4.949540615081787,999
0.07536286115646362,2,3.0328564643859863,1049
0.05513896048069,2,3.7051756381988525,1099
0.047450970858335495,2,3.565131187438965,1149
0.11124247312545776,2,3.4291980266571045,1199
0.17952854931354523,2,2.828153610229492,1249
0.1522798091173172,3,2.6733672618865967,1299
0.18488776683807373,3,2.120809316635132,1349
0.2164153754711151,3,2.257533550262451,1399
0.25832173228263855,3,2.2968642711639404,1449
0.18782344460487366,3,2.766533851623535,1499
0.20519667863845825,3,2.561387538909912,1549
0.12458030879497528,3,2.8192310333251953,1599
0.09975703805685043,3,2.7167060375213623,1649
0.11900538206100464,3,2.898496150970459,1699
0.1237875297665596,4,2.979543685913086,1749
0.13155809044837952,4,2.728135585784912,1799
0.13119107484817505,4,2.7519171237945557,1849
0.13194499909877777,4,2.5395660400390625,1899
0.11175960302352905,4,2.7469186782836914,1949
0.12792769074440002,4,2.8738505840301514,1999
0.10120785236358643,4,2.970518112182617,2049
0.11803951114416122,4,2.9036686420440674,2099
0.15578293800354004,4,2.7979824542999268,2149
0.13303714990615845,5,2.7885608673095703,2199
0.1741480678319931,5,2.563600540161133,2249
0.1560264378786087,5,2.6710615158081055,2299
0.14518283307552338,5,2.823864221572876,2349
0.13818344473838806,5,2.8313441276550293,2399
0.12103278934955597,5,3.356698513031006,2449
0.13705305755138397,5,2.757814884185791,2499
0.21198731660842896,5,3.006328582763672,2549
